Sequence AOS 59,English Name,Scientific Name,Introduced,Province / State / Territory,Country,Population Estimate,Lower 95% bound,Upper 95% bound,Data Source,Estimated % of Global Population,Estimated % of USA/Canada Population,Median Estimate,Lower 80% bound,Upper 80% bound,BBS Average (birds/rte),BBS Routes,Species Routes,Area of Region      (km2),Detection Distance Category (m),Pair Adjust Category,Time Adjust Mean,Time Adjust             SD,Population Estimate (unrounded),Lower 80% bound (unrounded),Upper 80% bound (unrounded),Lower 95% bound (unrounded),Upper 95% bound (unrounded)
81,Plain Chachalaca,Ortalis vetula,,TX,USA,,,,,,,,,,0.005,204,1,"687,020",300,2,1.646,0.225,,,,,
94,Mountain Quail,Oreortyx pictus,,CA,USA,"230,000","150,000","320,000",bbs,87.8%,89.8%,"220,000","170,000","290,000",2.229,191,104,"410,207",300,2,1.501,0.022,"225,206","171,416","286,830","150,115","322,391"
94,Mountain Quail,Oreortyx pictus,,OR,USA,"25,000","13,000","41,000",bbs,9.6%,9.8%,"23,000","16,000","35,000",0.398,99,30,"250,255",300,2,1.501,0.022,"24,545","16,058","34,774","13,038","40,930"
94,Mountain Quail,Oreortyx pictus,,NV,USA,910,490,"1,600","bbs,rng",0.4%,0.4%,860,590,"1,300",0.013,30,0,"286,367",300,2,1.501,0.022,908,589,"1,296",487,"1,586"
94,Mountain Quail,Oreortyx pictus,,WA,USA,170,0,840,bbs,0.1%,0.1%,67,0,470,0.004,85,1,"176,218",300,2,1.501,0.022,166,0,465,0,843
99,Northern Bobwhite,Colinus virginianus,,TX,USA,,,,,,,,,,12.191,204,163,"687,020",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,KS,USA,,,,,,,,,,23.154,61,60,"213,799",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,OK,USA,,,,,,,,,,26.466,53,53,"181,091",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,MO,USA,,,,,,,,,,17.656,70,68,"180,132",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,NE,USA,,,,,,,,,,9.542,46,36,"198,759",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,IL,USA,,,,,,,,,,11.498,98,86,"145,883",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,GA,USA,,,,,,,,,,8.561,88,83,"152,868",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,FL,USA,,,,,,,,,,8.189,80,70,"148,384",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,KY,USA,,,,,,,,,,9.077,40,39,"103,889",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,NC,USA,,,,,,,,,,6.093,80,72,"128,528",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,IN,USA,,,,,,,,,,7.364,52,46,"93,534",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,AL,USA,,,,,,,,,,4.740,90,87,"134,073",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,MS,USA,,,,,,,,,,4.682,40,34,"123,538",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,SC,USA,,,,,,,,,,7.055,39,38,"80,340",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,AR,USA,,,,,,,,,,3.940,46,44,"137,847",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,IA,USA,,,,,,,,,,3.648,33,19,"146,186",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,TN,USA,,,,,,,,,,4.135,41,36,"108,727",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,VA,USA,,,,,,,,,,4.014,50,41,"103,906",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,LA,USA,,,,,,,,,,2.465,71,59,"119,899",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,NM,USA,,,,,,,,,,0.537,64,14,"315,028",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,OH,USA,,,,,,,,,,1.242,60,26,"107,060",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,MD,USA,,,,,,,,,,1.398,62,26,"25,903",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,CO,USA,,,,,,,,,,0.112,133,13,"269,493",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,WI,USA,,,,,,,,,,0.144,92,26,"144,883",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,SD,USA,,,,,,,,,,0.091,53,5,"199,165",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,MI,USA,,,,,,,,,,0.117,71,10,"150,607",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,DE,USA,,,,,,,,,,1.879,10,10,"5,130",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,PA,USA,,,,,,,,,,0.040,100,21,"117,496",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,WY,USA,,,,,,,,,,0.012,102,2,"252,660",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,MN,USA,,,,,,,,,,0.012,82,4,"217,323",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,NJ,USA,,,,,,,,,,0.067,29,5,"19,773",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,MA,USA,,,,,,,,,,0.062,24,3,"20,985",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,NY,USA,,,,,,,,,,0.010,103,7,"125,700",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,WV,USA,,,,,,,,,,0.015,48,4,"62,752",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,ME,USA,,,,,,,,,,0.010,59,2,"84,223",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,OR,USA,,,,,,,,,,0.001,99,1,"250,255",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,NH,USA,,,,,,,,,,0.009,23,2,"24,008",200,1.75,1.602,0.026,,,,,
99,Northern Bobwhite,Colinus virginianus,,VT,USA,,,,,,,,,,0.005,23,1,"24,620",200,1.75,1.602,0.026,,,,,
102,Scaled Quail,Callipepla squamata,,TX,USA,"1,200,000","730,000","1,800,000",bbs,23.5%,49.8%,"1,200,000","860,000","1,600,000",2.962,204,71,"687,020",200,1.75,1.704,0.029,"1,191,670","856,433","1,558,173","729,822","1,805,152"
102,Scaled Quail,Callipepla squamata,,NM,USA,"1,000,000","620,000","1,600,000",bbs,19.9%,42.1%,"980,000","720,000","1,300,000",5.460,64,45,"315,028",200,1.75,1.704,0.029,"1,007,293","716,796","1,345,206","618,308","1,551,898"
102,Scaled Quail,Callipepla squamata,,CO,USA,"90,000","29,000","210,000",bbs,1.8%,3.8%,"79,000","41,000","150,000",0.571,133,19,"269,493",200,1.75,1.704,0.029,"90,063","40,612","154,904","28,776","210,510"
102,Scaled Quail,Callipepla squamata,,AZ,USA,"83,000","19,000","200,000","bbs,rng",1.6%,3.5%,"75,000","34,000","150,000",0.483,64,6,"295,359",200,1.75,1.704,0.029,"83,463","33,881","145,534","18,570","200,839"
102,Scaled Quail,Callipepla squamata,,OK,USA,"21,000","9,000","38,000",bbs,0.4%,0.9%,"19,000","12,000","31,000",0.194,53,6,"181,091",200,1.75,1.704,0.029,"20,588","11,686","30,970","9,017","38,204"
102,Scaled Quail,Callipepla squamata,,UT,USA,270,0,"1,200","bbs,rng",0.0%,0.0%,170,0,720,0.002,91,1,"214,866",200,1.75,1.704,0.029,268,0,723,0,"1,196"
104,California Quail,Callipepla californica,,CA,USA,"1,700,000","1,100,000","2,600,000",bbs,29.5%,50.5%,"1,600,000","1,200,000","2,300,000",9.527,191,144,"410,207",200,1.5,1.471,0.028,"1,694,783","1,247,747","2,260,714","1,077,924","2,572,455"
104,California Quail,Callipepla californica,,WA,USA,"670,000","340,000","1,200,000",bbs,11.7%,20.0%,"630,000","420,000","980,000",8.779,85,57,"176,218",200,1.5,1.471,0.028,"670,820","417,068","982,238","344,725","1,183,354"
104,California Quail,Callipepla californica,,OR,USA,"400,000","220,000","700,000",bbs,7.0%,12.0%,"380,000","260,000","580,000",3.705,99,64,"250,255",200,1.5,1.471,0.028,"402,117","256,640","578,298","220,853","704,304"
104,California Quail,Callipepla californica,,NV,USA,"300,000","19,000","980,000","bbs,rng",5.3%,9.1%,"250,000","38,000","650,000",2.451,30,8,"286,367",200,1.5,1.471,0.028,"304,374","38,500","648,380","19,139","979,543"
104,California Quail,Callipepla californica,,ID,USA,"140,000","45,000","280,000","bbs,rng",2.5%,4.2%,"130,000","71,000","220,000",1.516,52,18,"215,495",200,1.5,1.471,0.028,"141,671","70,524","221,380","44,833","283,678"
104,California Quail,Callipepla californica,,BC,CAN,"140,000","43,000","270,000",bbs,2.4%,4.0%,"130,000","67,000","220,000",0.329,115,16,"950,399",200,1.5,1.471,0.028,"135,572","66,658","216,844","42,872","272,921"
104,California Quail,Callipepla californica,,UT,USA,"8,100","1,400","20,000","bbs,rng",0.1%,0.2%,"7,300","2,900","15,000",0.087,91,6,"214,866",200,1.5,1.471,0.028,"8,114","2,888","14,663","1,432","20,266"
104,California Quail,Callipepla californica,,NM,USA,950,0,"4,600",bbs,0.0%,0.0%,530,0,"2,600",0.007,64,1,"315,028",200,1.5,1.471,0.028,950,0,"2,576",0,"4,591"
105,Gambel's Quail,Callipepla gambelii,,AZ,USA,"3,300,000","2,000,000","4,800,000","bbs,rng",56.3%,63.0%,"3,200,000","2,300,000","4,400,000",17.401,64,47,"295,359",200,1.75,1.855,0.053,"3,274,972","2,308,828","4,357,592","1,969,659","4,838,712"
105,Gambel's Quail,Callipepla gambelii,,NM,USA,"860,000","410,000","1,500,000",bbs,14.8%,16.5%,"820,000","530,000","1,300,000",4.278,64,17,"315,028",200,1.75,1.855,0.053,"858,809","527,366","1,265,727","409,944","1,518,531"
105,Gambel's Quail,Callipepla gambelii,,TX,USA,"400,000","84,000","930,000",bbs,6.9%,7.7%,"370,000","160,000","670,000",0.914,204,6,"687,020",200,1.75,1.855,0.053,"400,153","162,095","674,131","84,442","926,914"
105,Gambel's Quail,Callipepla gambelii,,CA,USA,"360,000","120,000","720,000",bbs,6.1%,6.9%,"330,000","190,000","570,000",1.367,191,13,"410,207",200,1.75,1.855,0.053,"357,323","186,413","568,951","120,847","724,460"
105,Gambel's Quail,Callipepla gambelii,,NV,USA,"190,000","53,000","420,000","bbs,rng",3.3%,3.7%,"180,000","88,000","320,000",1.063,30,6,"286,367",200,1.75,1.855,0.053,"193,975","87,752","323,804","52,925","417,228"
105,Gambel's Quail,Callipepla gambelii,,UT,USA,"53,000","2,600","170,000","bbs,rng",0.9%,1.0%,"44,000","5,500","110,000",0.386,91,3,"214,866",200,1.75,1.855,0.053,"52,844","5,504","112,267","2,632","173,786"
105,Gambel's Quail,Callipepla gambelii,,ID,USA,"41,000",0,"160,000","bbs,rng",0.7%,0.8%,"34,000",0,"97,000",0.296,52,1,"215,495",200,1.75,1.855,0.053,"40,705",0,"97,288",0,"156,698"
105,Gambel's Quail,Callipepla gambelii,,CO,USA,"18,000",0,"66,000",bbs,0.3%,0.3%,"14,000",0,"45,000",0.103,133,2,"269,493",200,1.75,1.855,0.053,"17,713",0,"44,506",0,"65,763"
106,Montezuma Quail,Cyrtonyx montezumae,,AZ,USA,,,,,,,,,,0.067,64,5,"295,359",200,1.25,1.592,0.086,,,,,
106,Montezuma Quail,Cyrtonyx montezumae,,NM,USA,,,,,,,,,,0.037,64,6,"315,028",200,1.25,1.592,0.086,,,,,
106,Montezuma Quail,Cyrtonyx montezumae,,TX,USA,,,,,,,,,,0.012,204,2,"687,020",200,1.25,1.592,0.086,,,,,
114,Chukar,Alectoris chukar,I,NV,USA,"150,000","54,000","290,000","bbs,rng",1.9%,38.6%,"140,000","80,000","230,000",1.923,30,14,"286,367",300,2,1.676,0.270,"151,379","80,228","234,671","53,582","291,807"
114,Chukar,Alectoris chukar,I,OR,USA,"110,000","35,000","240,000",bbs,1.4%,28.3%,"100,000","50,000","180,000",1.613,99,17,"250,255",300,2,1.676,0.270,"110,945","49,651","183,369","34,612","238,361"
114,Chukar,Alectoris chukar,I,UT,USA,"59,000","12,000","160,000","bbs,rng",0.7%,15.0%,"52,000","19,000","110,000",0.994,91,24,"214,866",300,2,1.676,0.270,"58,720","18,908","110,821","11,737","156,901"
114,Chukar,Alectoris chukar,I,CA,USA,"26,000","3,200","82,000",bbs,0.3%,6.5%,"18,000","5,800","55,000",0.227,191,10,"410,207",300,2,1.676,0.270,"25,644","5,834","55,363","3,156","81,673"
114,Chukar,Alectoris chukar,I,WA,USA,"17,000","3,900","38,000",bbs,0.2%,4.2%,"15,000","6,700","29,000",0.344,85,7,"176,218",300,2,1.676,0.270,"16,656","6,715","28,763","3,852","38,421"
114,Chukar,Alectoris chukar,I,ID,USA,"15,000","3,500","35,000","bbs,rng",0.2%,3.9%,"14,000","6,100","26,000",0.258,52,14,"215,495",300,2,1.676,0.270,"15,297","6,081","25,902","3,494","34,637"
114,Chukar,Alectoris chukar,I,WY,USA,"7,100","1,500","17,000","bbs,rng",0.1%,1.8%,"6,600","2,800","12,000",0.102,102,10,"252,660",300,2,1.676,0.270,"7,057","2,782","12,094","1,509","16,793"
114,Chukar,Alectoris chukar,I,CO,USA,"2,800",0,"8,200",bbs,0.0%,0.7%,"2,500",120,"5,700",0.038,133,3,"269,493",300,2,1.676,0.270,"2,838",123,"5,717",0,"8,198"
114,Chukar,Alectoris chukar,I,BC,CAN,"2,600",0,"9,400",bbs,0.0%,0.7%,"2,200",0,"6,300",0.010,115,1,"950,399",300,2,1.676,0.270,"2,633",0,"6,250",0,"9,384"
114,Chukar,Alectoris chukar,I,AZ,USA,970,0,"4,500","bbs,rng",0.0%,0.2%,480,0,"2,700",0.012,64,1,"295,359",300,2,1.676,0.270,974,0,"2,722",0,"4,489"
119,Gray Partridge,Perdix perdix,I,SK,CAN,"270,000","130,000","440,000","bbs,rng",3.2%,32.4%,"260,000","170,000","380,000",0.384,74,25,"639,199",125,2,1.292,0.007,"267,180","170,851","376,742","132,656","440,226"
119,Gray Partridge,Perdix perdix,I,MT,USA,"180,000","93,000","300,000",bbs,2.2%,22.3%,"180,000","120,000","250,000",0.444,80,28,"379,290",125,2,1.292,0.007,"183,571","119,358","254,583","92,524","298,553"
119,Gray Partridge,Perdix perdix,I,AB,CAN,"140,000","88,000","220,000","bbs,rng",1.7%,17.0%,"140,000","100,000","190,000",0.196,143,59,"659,018",125,2,1.292,0.007,"140,462","101,213","185,102","88,394","219,607"
119,Gray Partridge,Perdix perdix,I,ND,USA,"90,000","50,000","150,000",bbs,1.1%,11.0%,"88,000","60,000","120,000",0.455,47,31,"182,272",125,2,1.292,0.007,"90,360","59,688","123,874","49,628","145,482"
119,Gray Partridge,Perdix perdix,I,ID,USA,"30,000","10,000","59,000","bbs,rng",0.4%,3.6%,"29,000","15,000","46,000",0.127,52,14,"215,495",125,2,1.292,0.007,"29,779","15,071","45,610","10,169","58,735"
119,Gray Partridge,Perdix perdix,I,MB,CAN,"27,000","15,000","44,000","bbs,nwt,rng",0.3%,3.3%,"27,000","19,000","37,000",0.042,77,24,"604,671",125,2,1.292,0.007,"27,417","18,653","37,397","15,075","43,524"
119,Gray Partridge,Perdix perdix,I,IA,USA,"25,000","11,000","45,000",bbs,0.3%,3.0%,"24,000","14,000","37,000",0.156,33,10,"146,186",125,2,1.292,0.007,"24,818","14,243","37,204","10,763","44,579"
119,Gray Partridge,Perdix perdix,I,WA,USA,"17,000","6,400","33,000",bbs,0.2%,2.1%,"16,000","9,800","27,000",0.090,85,12,"176,218",125,2,1.292,0.007,"17,342","9,814","26,802","6,412","33,272"
119,Gray Partridge,Perdix perdix,I,MN,USA,"12,000","4,800","23,000",bbs,0.1%,1.5%,"11,000","6,700","19,000",0.052,82,13,"217,323",125,2,1.292,0.007,"12,217","6,745","18,977","4,784","23,302"
119,Gray Partridge,Perdix perdix,I,NV,USA,"11,000",0,"32,000","bbs,rng",0.1%,1.4%,"9,700",0,"23,000",0.036,30,2,"286,367",125,2,1.292,0.007,"11,244",0,"23,490",0,"32,182"
119,Gray Partridge,Perdix perdix,I,SD,USA,"9,200","1,700","22,000","bbs,rng",0.1%,1.1%,"8,300","3,100","16,000",0.042,53,7,"199,165",125,2,1.292,0.007,"9,157","3,134","15,754","1,662","21,807"
119,Gray Partridge,Perdix perdix,I,OR,USA,"4,600",0,"11,000",bbs,0.1%,0.6%,"4,200","1,300","8,500",0.017,99,4,"250,255",125,2,1.292,0.007,"4,622","1,258","8,499",0,"11,409"
119,Gray Partridge,Perdix perdix,I,WY,USA,"2,600",15,"7,000","bbs,rng",0.0%,0.3%,"2,300",550,"5,000",0.009,102,4,"252,660",125,2,1.292,0.007,"2,594",550,"5,021",15,"6,953"
119,Gray Partridge,Perdix perdix,I,ON,CAN,"1,800",310,"4,100","bbs,ona",0.0%,0.2%,"1,600",630,"3,200",0.002,183,6,"978,646",125,2,1.292,0.007,"1,784",627,"3,239",306,"4,100"
119,Gray Partridge,Perdix perdix,I,WI,USA,670,0,"2,300",bbs,0.0%,0.1%,500,0,"1,600",0.004,92,2,"144,883",125,2,1.292,0.007,671,0,"1,630",0,"2,254"
119,Gray Partridge,Perdix perdix,I,IL,USA,290,0,"1,200","bbs,rng",0.0%,0.0%,160,0,820,0.002,98,1,"145,883",125,2,1.292,0.007,285,0,817,0,"1,229"
119,Gray Partridge,Perdix perdix,I,BC,CAN,270,0,"1,200",bbs,0.0%,0.0%,0,0,760,0.000,115,1,"950,399",125,2,1.292,0.007,265,0,758,0,"1,212"
119,Gray Partridge,Perdix perdix,I,NE,USA,91,0,330,"bbs,rng",0.0%,0.0%,62,0,210,0.000,46,0,"198,759",125,2,1.292,0.007,91,0,214,0,328
123,Ring-necked Pheasant,Phasianus colchicus,I,ND,USA,"3,400,000","2,100,000","5,000,000",bbs,6.0%,20.4%,"3,300,000","2,500,000","4,400,000",53.584,47,42,"182,272",300,2,2.115,0.037,"3,387,838","2,483,633","4,384,011","2,130,464","5,048,094"
123,Ring-necked Pheasant,Phasianus colchicus,I,SD,USA,"2,800,000","1,800,000","4,200,000","bbs,rng",5.0%,17.0%,"2,800,000","2,100,000","3,600,000",40.869,53,44,"199,165",300,2,2.115,0.037,"2,823,410","2,113,361","3,635,317","1,843,977","4,201,870"
123,Ring-necked Pheasant,Phasianus colchicus,I,KS,USA,"2,000,000","1,400,000","2,900,000","bbs,rng",3.6%,12.2%,"2,000,000","1,500,000","2,600,000",27.301,61,52,"213,799",300,2,2.115,0.037,"2,024,636","1,529,977","2,573,904","1,374,936","2,879,872"
123,Ring-necked Pheasant,Phasianus colchicus,I,NE,USA,"1,700,000","960,000","2,800,000","bbs,rng",3.0%,10.2%,"1,600,000","1,100,000","2,300,000",24.699,46,46,"198,759",300,2,2.115,0.037,"1,702,847","1,147,281","2,329,737","958,861","2,793,775"
123,Ring-necked Pheasant,Phasianus colchicus,I,MT,USA,"1,400,000","880,000","2,100,000",bbs,2.5%,8.6%,"1,400,000","1,100,000","1,900,000",10.854,80,51,"379,290",300,2,2.115,0.037,"1,428,068","1,052,742","1,869,362","881,337","2,127,953"
123,Ring-necked Pheasant,Phasianus colchicus,I,IA,USA,"850,000","550,000","1,200,000",bbs,1.5%,5.1%,"820,000","630,000","1,100,000",16.687,33,33,"146,186",300,2,2.115,0.037,"846,150","629,488","1,100,823","553,906","1,209,896"
123,Ring-necked Pheasant,Phasianus colchicus,I,MN,USA,"780,000","520,000","1,100,000",bbs,1.4%,4.7%,"760,000","580,000","980,000",10.300,82,51,"217,323",300,2,2.115,0.037,"776,451","580,402","983,124","518,917","1,131,778"
123,Ring-necked Pheasant,Phasianus colchicus,I,CO,USA,"440,000","210,000","800,000",bbs,0.8%,2.6%,"410,000","270,000","650,000",4.717,133,44,"269,493",300,2,2.115,0.037,"440,916","266,688","651,811","212,212","796,526"
123,Ring-necked Pheasant,Phasianus colchicus,I,TX,USA,"400,000","140,000","890,000",bbs,0.7%,2.4%,"360,000","190,000","660,000",1.681,204,23,"687,020",300,2,2.115,0.037,"400,478","186,260","664,423","135,904","886,414"
123,Ring-necked Pheasant,Phasianus colchicus,I,WA,USA,"320,000","160,000","550,000",bbs,0.6%,1.9%,"300,000","200,000","460,000",5.213,85,44,"176,218",300,2,2.115,0.037,"318,647","204,614","462,071","164,934","552,720"
123,Ring-necked Pheasant,Phasianus colchicus,I,WY,USA,"280,000","130,000","500,000","bbs,rng",0.5%,1.7%,"270,000","170,000","410,000",3.212,102,30,"252,660",300,2,2.115,0.037,"281,524","172,279","413,822","127,798","504,715"
123,Ring-necked Pheasant,Phasianus colchicus,I,ID,USA,"270,000","120,000","490,000","bbs,rng",0.5%,1.6%,"260,000","150,000","400,000",3.622,52,24,"215,495",300,2,2.115,0.037,"270,762","154,868","400,289","121,950","488,425"
123,Ring-necked Pheasant,Phasianus colchicus,I,OR,USA,"240,000","100,000","460,000",bbs,0.4%,1.4%,"220,000","130,000","360,000",2.718,99,34,"250,255",300,2,2.115,0.037,"235,958","131,375","363,572","104,563","457,343"
123,Ring-necked Pheasant,Phasianus colchicus,I,OK,USA,"210,000","79,000","390,000",bbs,0.4%,1.3%,"200,000","120,000","320,000",3.399,53,15,"181,091",300,2,2.115,0.037,"213,532","116,376","321,099","78,663","393,335"
123,Ring-necked Pheasant,Phasianus colchicus,I,IL,USA,"190,000","110,000","310,000","bbs,rng",0.3%,1.2%,"180,000","130,000","270,000",3.788,98,66,"145,883",300,2,2.115,0.037,"191,658","128,435","268,001","109,557","314,142"
123,Ring-necked Pheasant,Phasianus colchicus,I,WI,USA,"170,000","100,000","280,000",bbs,0.3%,1.0%,"170,000","120,000","240,000",3.465,92,71,"144,883",300,2,2.115,0.037,"174,160","117,850","241,252","101,971","278,221"
123,Ring-necked Pheasant,Phasianus colchicus,I,MI,USA,"170,000","120,000","260,000",bbs,0.3%,1.0%,"170,000","130,000","220,000",3.324,71,38,"150,607",300,2,2.115,0.037,"173,643","130,647","222,847","116,106","258,195"
123,Ring-necked Pheasant,Phasianus colchicus,I,CA,USA,"160,000","67,000","290,000",bbs,0.3%,0.9%,"150,000","86,000","240,000",1.103,191,40,"410,207",300,2,2.115,0.037,"156,908","86,426","237,786","66,850","287,908"
123,Ring-necked Pheasant,Phasianus colchicus,I,AK,USA,"110,000",0,"370,000","bbs,rng",0.2%,0.7%,"97,000",0,"260,000",0.209,85,2,"1,505,160",300,2,2.115,0.037,"109,310",0,"259,407",0,"368,735"
123,Ring-necked Pheasant,Phasianus colchicus,I,AB,CAN,"110,000","48,000","210,000","bbs,rng",0.2%,0.7%,"100,000","64,000","160,000",0.477,143,47,"659,018",300,2,2.115,0.037,"109,041","64,046","163,537","48,133","205,035"
123,Ring-necked Pheasant,Phasianus colchicus,I,UT,USA,"99,000","41,000","180,000","bbs,rng",0.2%,0.6%,"92,000","54,000","150,000",1.323,91,25,"214,866",300,2,2.115,0.037,"98,589","54,477","151,221","41,426","184,664"
123,Ring-necked Pheasant,Phasianus colchicus,I,SK,CAN,"70,000","22,000","150,000","bbs,rng",0.1%,0.4%,"64,000","34,000","120,000",0.317,74,17,"639,199",300,2,2.115,0.037,"70,218","33,688","118,646","21,740","151,928"
123,Ring-necked Pheasant,Phasianus colchicus,I,NS,CAN,"70,000","22,000","140,000",bbs,0.1%,0.4%,"66,000","34,000","110,000",3.651,31,16,"55,344",300,2,2.115,0.037,"70,083","33,699","114,046","21,578","144,303"
123,Ring-necked Pheasant,Phasianus colchicus,I,NV,USA,"62,000",0,"240,000","bbs,rng",0.1%,0.4%,"52,000",0,"150,000",0.619,30,2,"286,367",300,2,2.115,0.037,"61,512",0,"147,191",0,"235,578"
123,Ring-necked Pheasant,Phasianus colchicus,I,MO,USA,"58,000","25,000","110,000",bbs,0.1%,0.4%,"55,000","33,000","87,000",0.934,70,15,"180,132",300,2,2.115,0.037,"58,366","33,075","87,389","25,117","109,458"
123,Ring-necked Pheasant,Phasianus colchicus,I,BC,CAN,"50,000","12,000","110,000",bbs,0.1%,0.3%,"45,000","21,000","83,000",0.151,115,16,"950,399",300,2,2.115,0.037,"49,754","21,404","82,562","12,059","114,647"
123,Ring-necked Pheasant,Phasianus colchicus,I,IN,USA,"50,000","15,000","100,000",bbs,0.1%,0.3%,"46,000","24,000","79,000",1.530,52,20,"93,534",300,2,2.115,0.037,"49,655","23,693","79,029","15,419","102,792"
123,Ring-necked Pheasant,Phasianus colchicus,I,OH,USA,"32,000","16,000","55,000","bbs,rng",0.1%,0.2%,"30,000","20,000","45,000",0.853,60,29,"107,060",300,2,2.115,0.037,"31,693","19,590","45,492","15,593","55,477"
123,Ring-necked Pheasant,Phasianus colchicus,I,NM,USA,"19,000","1,400","50,000",bbs,0.0%,0.1%,"17,000","4,900","36,000",0.176,64,8,"315,028",300,2,2.115,0.037,"19,225","4,877","36,237","1,429","49,991"
123,Ring-necked Pheasant,Phasianus colchicus,I,NB,CAN,"18,000",210,"58,000",bbs,0.0%,0.1%,"15,000",760,"41,000",0.695,32,5,"72,750",300,2,2.115,0.037,"17,545",760,"40,891",213,"57,887"
123,Ring-necked Pheasant,Phasianus colchicus,I,NY,USA,"15,000","5,400","33,000","bbs,rng",0.0%,0.1%,"14,000","7,200","25,000",0.348,103,28,"125,700",300,2,2.115,0.037,"15,157","7,194","24,697","5,383","32,696"
123,Ring-necked Pheasant,Phasianus colchicus,I,PA,USA,"13,000","6,700","25,000","bbs,rng",0.0%,0.1%,"13,000","8,100","20,000",0.331,100,61,"117,496",300,2,2.115,0.037,"13,500","8,142","20,364","6,652","25,211"
123,Ring-necked Pheasant,Phasianus colchicus,I,ON,CAN,"6,700","1,800","16,000","bbs,ona",0.0%,0.0%,"5,900","2,800","12,000",0.020,183,22,"978,646",300,2,2.115,0.037,"6,731","2,814","11,785","1,807","15,576"
123,Ring-necked Pheasant,Phasianus colchicus,I,AZ,USA,"5,700",0,"17,000","bbs,rng",0.0%,0.0%,"4,800",0,"12,000",0.056,64,2,"295,359",300,2,2.115,0.037,"5,696",0,"12,059",0,"16,893"
123,Ring-necked Pheasant,Phasianus colchicus,I,MB,CAN,"5,400",68,"17,000","bbs,nwt,rng",0.0%,0.0%,"4,700",370,"13,000",0.026,77,5,"604,671",300,2,2.115,0.037,"5,434",373,"12,572",68,"17,281"
123,Ring-necked Pheasant,Phasianus colchicus,I,ME,USA,580,72,"1,500",bbs,0.0%,0.0%,510,180,"1,000",0.020,59,6,"84,223",300,2,2.115,0.037,579,184,"1,043",72,"1,477"
123,Ring-necked Pheasant,Phasianus colchicus,I,NJ,USA,570,100,"1,500",bbs,0.0%,0.0%,510,170,"1,000",0.083,29,8,"19,773",300,2,2.115,0.037,571,170,"1,040",103,"1,464"
123,Ring-necked Pheasant,Phasianus colchicus,I,MA,USA,560,91,"1,300","bbs,rng",0.0%,0.0%,520,230,970,0.077,24,5,"20,985",300,2,2.115,0.037,563,226,972,91,"1,286"
123,Ring-necked Pheasant,Phasianus colchicus,I,WV,USA,360,0,930,bbs,0.0%,0.0%,320,78,690,0.017,48,4,"62,752",300,2,2.115,0.037,359,78,687,0,933
