Sequence AOS 59,English Name,Scientific Name,Introduced,Province / State / Territory,Country,Population Estimate,Lower 95% bound,Upper 95% bound,Data Source,Estimated % of Global Population,Estimated % of USA/Canada Population,Median Estimate,Lower 80% bound,Upper 80% bound,BBS Average (birds/rte),BBS Routes,Species Routes,Area of Region      (km2),Detection Distance Category (m),Pair Adjust Category,Time Adjust Mean,Time Adjust             SD,Population Estimate (unrounded),Lower 80% bound (unrounded),Upper 80% bound (unrounded),Lower 95% bound (unrounded),Upper 95% bound (unrounded)
1303,Acadian Flycatcher,Empidonax virescens,,VA,USA,"490,000","340,000","680,000",bbs,9.4%,9.4%,"490,000","390,000","610,000",4.524,50,47,"103,906",125,2,1.245,0.009,"493,909","390,876","612,678","336,305","680,150"
1303,Acadian Flycatcher,Empidonax virescens,,TN,USA,"490,000","330,000","690,000",bbs,9.3%,9.3%,"480,000","370,000","620,000",4.275,41,34,"108,727",125,2,1.245,0.009,"488,323","368,545","617,171","327,379","690,010"
1303,Acadian Flycatcher,Empidonax virescens,,NC,USA,"470,000","340,000","630,000",bbs,9.0%,9.0%,"470,000","380,000","570,000",3.486,80,72,"128,528",125,2,1.245,0.009,"470,797","377,412","565,466","341,497","629,388"
1303,Acadian Flycatcher,Empidonax virescens,,WV,USA,"430,000","280,000","630,000",bbs,8.2%,8.2%,"420,000","320,000","550,000",6.472,48,48,"62,752",125,2,1.245,0.009,"426,710","315,605","554,727","275,664","626,077"
1303,Acadian Flycatcher,Empidonax virescens,,KY,USA,"410,000","250,000","630,000",bbs,7.9%,7.9%,"400,000","310,000","540,000",3.783,40,33,"103,889",125,2,1.245,0.009,"412,949","305,221","542,469","253,097","632,981"
1303,Acadian Flycatcher,Empidonax virescens,,MS,USA,"350,000","180,000","590,000","bbs,rng",6.7%,6.7%,"340,000","230,000","490,000",2.688,40,31,"123,538",125,2,1.245,0.009,"348,903","227,106","491,108","178,031","591,705"
1303,Acadian Flycatcher,Empidonax virescens,,AR,USA,"290,000","180,000","410,000",bbs,5.5%,5.5%,"280,000","220,000","360,000",1.977,46,34,"137,847",125,2,1.245,0.009,"286,363","216,554","358,298","183,663","412,894"
1303,Acadian Flycatcher,Empidonax virescens,,GA,USA,"250,000","180,000","340,000",bbs,4.9%,4.9%,"250,000","200,000","310,000",1.579,88,73,"152,868",125,2,1.245,0.009,"253,619","200,785","310,610","179,002","341,563"
1303,Acadian Flycatcher,Empidonax virescens,,MO,USA,"250,000","160,000","370,000",bbs,4.8%,4.8%,"250,000","180,000","330,000",1.332,70,46,"180,132",125,2,1.245,0.009,"252,170","184,842","328,557","161,279","373,426"
1303,Acadian Flycatcher,Empidonax virescens,,AL,USA,"240,000","170,000","340,000",bbs,4.7%,4.7%,"240,000","190,000","300,000",1.727,90,75,"134,073",125,2,1.245,0.009,"243,228","190,682","298,227","171,021","338,531"
1303,Acadian Flycatcher,Empidonax virescens,,IN,USA,"230,000","120,000","360,000",bbs,4.4%,4.4%,"220,000","150,000","320,000",2.321,52,32,"93,534",125,2,1.245,0.009,"228,103","151,307","315,153","115,736","360,976"
1303,Acadian Flycatcher,Empidonax virescens,,OH,USA,"220,000","140,000","320,000","bbs,rng",4.2%,4.2%,"220,000","160,000","290,000",1.966,60,38,"107,060",125,2,1.245,0.009,"221,089","162,543","285,651","139,296","320,846"
1303,Acadian Flycatcher,Empidonax virescens,,PA,USA,"200,000","130,000","290,000","bbs,rng",3.8%,3.8%,"190,000","150,000","250,000",1.589,100,73,"117,496",125,2,1.245,0.009,"196,116","145,497","254,228","127,735","287,059"
1303,Acadian Flycatcher,Empidonax virescens,,LA,USA,"190,000","120,000","280,000",bbs,3.7%,3.7%,"190,000","140,000","250,000",1.536,71,45,"119,899",125,2,1.245,0.009,"193,545","140,808","248,353","119,388","275,475"
1303,Acadian Flycatcher,Empidonax virescens,,MD,USA,"180,000","120,000","260,000",bbs,3.5%,3.5%,"180,000","140,000","230,000",6.701,62,61,"25,903",125,2,1.245,0.009,"182,366","138,625","229,378","119,426","257,322"
1303,Acadian Flycatcher,Empidonax virescens,,SC,USA,"170,000","110,000","260,000",bbs,3.2%,3.2%,"160,000","120,000","220,000",2.009,39,33,"80,340",125,2,1.245,0.009,"169,619","122,771","221,827","105,468","260,521"
1303,Acadian Flycatcher,Empidonax virescens,,TX,USA,"130,000","77,000","200,000",bbs,2.4%,2.4%,"120,000","90,000","160,000",0.175,204,33,"687,020",125,2,1.245,0.009,"126,200","89,680","164,348","77,236","198,167"
1303,Acadian Flycatcher,Empidonax virescens,,IL,USA,"94,000","50,000","160,000","bbs,rng",1.8%,1.8%,"91,000","60,000","140,000",0.616,98,38,"145,883",125,2,1.245,0.009,"94,378","59,754","135,751","49,597","162,015"
1303,Acadian Flycatcher,Empidonax virescens,,FL,USA,"40,000","18,000","70,000",bbs,0.8%,0.8%,"39,000","24,000","58,000",0.254,80,20,"148,384",125,2,1.245,0.009,"39,663","23,565","57,539","18,037","70,268"
1303,Acadian Flycatcher,Empidonax virescens,,OK,USA,"37,000","16,000","67,000",bbs,0.7%,0.7%,"35,000","21,000","55,000",0.196,53,12,"181,091",125,2,1.245,0.009,"37,243","21,250","55,124","15,753","66,537"
1303,Acadian Flycatcher,Empidonax virescens,,MI,USA,"30,000","8,200","63,000",bbs,0.6%,0.6%,"28,000","13,000","49,000",0.188,71,16,"150,607",125,2,1.245,0.009,"29,672","13,057","49,007","8,173","63,064"
1303,Acadian Flycatcher,Empidonax virescens,,DE,USA,"12,000","5,900","20,000","bbs,rng",0.2%,0.2%,"12,000","7,600","17,000",2.218,10,9,"5,130",125,2,1.245,0.009,"11,954","7,613","16,650","5,876","19,626"
1303,Acadian Flycatcher,Empidonax virescens,,NJ,USA,"6,200","2,400","12,000",bbs,0.1%,0.1%,"6,000","3,400","9,100",0.299,29,12,"19,773",125,2,1.245,0.009,"6,205","3,379","9,127","2,377","11,906"
1303,Acadian Flycatcher,Empidonax virescens,,KS,USA,"5,600",550,"14,000","bbs,rng",0.1%,0.1%,"5,000","1,600","10,000",0.025,61,5,"213,799",125,2,1.245,0.009,"5,587","1,602","10,379",555,"13,662"
1303,Acadian Flycatcher,Empidonax virescens,,IA,USA,"2,900",0,"7,700",bbs,0.1%,0.1%,"2,500",700,"5,600",0.019,33,2,"146,186",125,2,1.245,0.009,"2,888",697,"5,645",0,"7,692"
1303,Acadian Flycatcher,Empidonax virescens,,CT,USA,"2,300",210,"5,600",bbs,0.0%,0.0%,"2,100",680,"4,400",0.172,16,4,"12,822",125,2,1.245,0.009,"2,316",679,"4,363",213,"5,616"
1303,Acadian Flycatcher,Empidonax virescens,,WI,USA,"2,000",180,"5,000",bbs,0.0%,0.0%,"1,800",520,"3,700",0.013,92,5,"144,883",125,2,1.245,0.009,"1,981",519,"3,685",180,"5,039"
1303,Acadian Flycatcher,Empidonax virescens,,NY,USA,990,0,"2,900","bbs,rng",0.0%,0.0%,830,120,"2,100",0.007,103,3,"125,700",125,2,1.245,0.009,987,123,"2,086",0,"2,911"
1303,Acadian Flycatcher,Empidonax virescens,,MA,USA,390,2,"1,600","bbs,rng",0.0%,0.0%,270,3,"1,000",0.018,24,1,"20,985",125,2,1.245,0.009,389,3,"1,022",2,"1,561"
1304,Alder Flycatcher,Empidonax alnorum,,NT,CAN,"32,000,000","19,000,000","51,000,000","nwt,bbs,rng",27.5%,27.5%,"31,000,000","23,000,000","44,000,000",22.833,16,15,"1,274,175",125,2,1.322,0.019,"32,461,366","22,841,538","44,072,685","18,955,790","50,994,599"
1304,Alder Flycatcher,Empidonax alnorum,,AK,USA,"23,000,000","16,000,000","32,000,000","bbs,rng",19.6%,19.6%,"23,000,000","18,000,000","29,000,000",13.782,85,73,"1,505,160",125,2,1.322,0.019,"23,145,429","18,073,775","29,161,290","16,034,290","32,493,852"
1304,Alder Flycatcher,Empidonax alnorum,,QC,CAN,"19,000,000","15,000,000","24,000,000","bbs,ona,nwt,rng",15.9%,16.0%,"18,000,000","16,000,000","22,000,000",11.270,145,141,"1,496,939",125,2,1.322,0.019,"18,823,440","16,094,098","22,095,289","14,911,515","23,578,248"
1304,Alder Flycatcher,Empidonax alnorum,,ON,CAN,"9,400,000","7,500,000","12,000,000","bbs,ona",8.0%,8.0%,"9,300,000","8,000,000","11,000,000",8.627,183,166,"978,646",125,2,1.322,0.019,"9,420,049","8,015,557","10,981,734","7,459,747","11,877,396"
1304,Alder Flycatcher,Empidonax alnorum,,SK,CAN,"7,900,000","5,600,000","11,000,000","bbs,rng",6.7%,6.7%,"7,800,000","6,300,000","9,700,000",11.088,74,39,"639,199",125,2,1.322,0.019,"7,907,619","6,253,149","9,727,019","5,646,691","10,671,214"
1304,Alder Flycatcher,Empidonax alnorum,,BC,CAN,"7,400,000","5,200,000","10,000,000",bbs,6.2%,6.2%,"7,300,000","5,800,000","8,900,000",6.932,115,56,"950,399",125,2,1.322,0.019,"7,350,349","5,843,857","8,935,048","5,187,164","9,998,664"
1304,Alder Flycatcher,Empidonax alnorum,,MB,CAN,"4,400,000","3,100,000","6,100,000","bbs,nwt,rng",3.7%,3.7%,"4,300,000","3,400,000","5,500,000",6.538,77,71,"604,671",125,2,1.322,0.019,"4,410,935","3,431,637","5,525,986","3,087,736","6,134,965"
1304,Alder Flycatcher,Empidonax alnorum,,YT,CAN,"4,200,000","2,600,000","6,500,000","bbs,rng",3.6%,3.6%,"4,100,000","3,000,000","5,600,000",8.039,35,31,"470,409",125,2,1.322,0.019,"4,219,248","3,020,067","5,572,407","2,606,198","6,514,975"
1304,Alder Flycatcher,Empidonax alnorum,,AB,CAN,"3,500,000","2,500,000","5,000,000","bbs,rng",3.0%,3.0%,"3,400,000","2,700,000","4,400,000",4.785,143,90,"659,018",125,2,1.322,0.019,"3,518,683","2,723,593","4,390,876","2,472,232","4,971,268"
1304,Alder Flycatcher,Empidonax alnorum,,NL,CAN,"1,500,000","840,000","2,400,000","bbs,nwt,rng",1.3%,1.3%,"1,500,000","1,100,000","2,100,000",3.476,35,26,"398,324",125,2,1.322,0.019,"1,544,817","1,051,185","2,082,630","844,789","2,391,281"
1304,Alder Flycatcher,Empidonax alnorum,,NS,CAN,"1,100,000","760,000","1,600,000",bbs,1.0%,1.0%,"1,100,000","860,000","1,500,000",18.346,31,31,"55,344",125,2,1.322,0.019,"1,132,857","855,347","1,457,358","761,935","1,609,053"
1304,Alder Flycatcher,Empidonax alnorum,,NB,CAN,"1,100,000","730,000","1,600,000",bbs,0.9%,0.9%,"1,100,000","830,000","1,400,000",13.619,32,32,"72,750",125,2,1.322,0.019,"1,105,472","826,336","1,423,827","732,165","1,614,306"
1304,Alder Flycatcher,Empidonax alnorum,,MN,USA,"1,100,000","740,000","1,500,000",bbs,0.9%,0.9%,"1,100,000","830,000","1,400,000",4.470,82,44,"217,323",125,2,1.322,0.019,"1,083,932","832,008","1,377,142","741,796","1,493,914"
1304,Alder Flycatcher,Empidonax alnorum,,WI,USA,"400,000","280,000","560,000",bbs,0.3%,0.3%,"400,000","310,000","500,000",2.493,92,74,"144,883",125,2,1.322,0.019,"402,975","314,253","502,859","277,643","559,906"
1304,Alder Flycatcher,Empidonax alnorum,,ME,USA,"370,000","250,000","530,000",bbs,0.3%,0.3%,"360,000","280,000","470,000",3.929,59,53,"84,223",125,2,1.322,0.019,"369,194","279,841","472,931","247,868","531,076"
1304,Alder Flycatcher,Empidonax alnorum,,MI,USA,"340,000","210,000","510,000",bbs,0.3%,0.3%,"330,000","250,000","440,000",2.018,71,45,"150,607",125,2,1.322,0.019,"339,061","245,523","443,916","211,065","506,454"
1304,Alder Flycatcher,Empidonax alnorum,,NY,USA,"300,000","210,000","400,000","bbs,rng",0.3%,0.3%,"290,000","240,000","360,000",2.118,103,78,"125,700",125,2,1.322,0.019,"296,984","236,318","358,685","211,723","401,944"
1304,Alder Flycatcher,Empidonax alnorum,,PE,CAN,"110,000","74,000","160,000",bbs,0.1%,0.1%,"110,000","84,000","140,000",16.788,4,4,"5,913",125,2,1.322,0.019,"110,757","84,436","142,314","73,769","157,975"
1304,Alder Flycatcher,Empidonax alnorum,,VT,USA,"110,000","66,000","180,000","bbs,rng",0.1%,0.1%,"110,000","77,000","150,000",4.026,23,20,"24,620",125,2,1.322,0.019,"110,589","76,740","149,733","65,811","177,831"
1304,Alder Flycatcher,Empidonax alnorum,,NH,USA,"99,000","55,000","160,000",bbs,0.1%,0.1%,"96,000","67,000","130,000",3.699,23,21,"24,008",125,2,1.322,0.019,"99,079","67,305","134,784","55,370","157,008"
1304,Alder Flycatcher,Empidonax alnorum,,PA,USA,"73,000","41,000","110,000","bbs,rng",0.1%,0.1%,"71,000","50,000","96,000",0.554,100,41,"117,496",125,2,1.322,0.019,"72,568","50,341","95,877","40,617","114,014"
1304,Alder Flycatcher,Empidonax alnorum,,ND,USA,"33,000",370,"110,000",bbs,0.0%,0.0%,"30,000","1,700","70,000",0.160,47,5,"182,272",125,2,1.322,0.019,"32,586","1,745","70,157",373,"107,915"
1304,Alder Flycatcher,Empidonax alnorum,,MA,USA,"23,000","10,000","43,000","bbs,rng",0.0%,0.0%,"22,000","13,000","35,000",0.997,24,12,"20,985",125,2,1.322,0.019,"23,344","13,067","35,314","10,110","43,236"
1304,Alder Flycatcher,Empidonax alnorum,,MT,USA,"4,000",0,"11,000",bbs,0.0%,0.0%,"3,300",0,"8,800",0.009,80,2,"379,290",125,2,1.322,0.019,"3,969",0,"8,787",0,"11,163"
1304,Alder Flycatcher,Empidonax alnorum,,CT,USA,"3,600",550,"8,400",bbs,0.0%,0.0%,"3,300","1,400","6,300",0.252,16,5,"12,822",125,2,1.322,0.019,"3,599","1,358","6,319",553,"8,433"
1304,Alder Flycatcher,Empidonax alnorum,,IN,USA,"2,700",0,"9,300",bbs,0.0%,0.0%,"2,200",0,"6,200",0.026,52,2,"93,534",125,2,1.322,0.019,"2,688",0,"6,190",0,"9,302"
1304,Alder Flycatcher,Empidonax alnorum,,OH,USA,"1,700",180,"4,300","bbs,rng",0.0%,0.0%,"1,600",540,"3,100",0.014,60,5,"107,060",125,2,1.322,0.019,"1,725",543,"3,061",185,"4,348"
1304,Alder Flycatcher,Empidonax alnorum,,SD,USA,"1,700",0,"7,300","bbs,rng",0.0%,0.0%,"1,000",0,"4,700",0.007,53,1,"199,165",125,2,1.322,0.019,"1,666",0,"4,745",0,"7,339"
1304,Alder Flycatcher,Empidonax alnorum,,WV,USA,"1,500",140,"4,000",bbs,0.0%,0.0%,"1,400",440,"2,900",0.022,48,5,"62,752",125,2,1.322,0.019,"1,549",442,"2,865",144,"3,961"
1304,Alder Flycatcher,Empidonax alnorum,,MD,USA,830,0,"2,200",bbs,0.0%,0.0%,750,0,"1,700",0.029,62,2,"25,903",125,2,1.322,0.019,834,0,"1,661",0,"2,222"
1304,Alder Flycatcher,Empidonax alnorum,,ID,USA,670,0,"3,200","bbs,rng",0.0%,0.0%,410,0,"1,900",0.003,52,1,"215,495",125,2,1.322,0.019,673,0,"1,888",0,"3,155"
1304,Alder Flycatcher,Empidonax alnorum,,NJ,USA,360,0,"1,100",bbs,0.0%,0.0%,320,0,720,0.016,29,2,"19,773",125,2,1.322,0.019,361,0,719,0,"1,096"
1304,Alder Flycatcher,Empidonax alnorum,,IL,USA,230,0,"1,000","bbs,rng",0.0%,0.0%,140,0,650,0.001,98,1,"145,883",125,2,1.322,0.019,232,0,649,0,"1,044"
1305,Willow Flycatcher,Empidonax traillii,,BC,CAN,"2,600,000","1,800,000","3,800,000",bbs,32.4%,32.7%,"2,600,000","2,000,000","3,300,000",2.721,115,75,"950,399",125,2,1.212,0.009,"2,645,168","2,030,171","3,325,328","1,776,424","3,775,580"
1305,Willow Flycatcher,Empidonax traillii,,WA,USA,"1,000,000","680,000","1,500,000",bbs,12.5%,12.7%,"1,000,000","780,000","1,300,000",5.683,85,66,"176,218",125,2,1.212,0.009,"1,024,114","779,617","1,281,913","677,754","1,472,557"
1305,Willow Flycatcher,Empidonax traillii,,MT,USA,"730,000","440,000","1,100,000",bbs,9.0%,9.1%,"710,000","520,000","970,000",1.891,80,32,"379,290",125,2,1.212,0.009,"733,574","516,869","967,183","437,328","1,133,845"
1305,Willow Flycatcher,Empidonax traillii,,ID,USA,"570,000","300,000","900,000","bbs,rng",7.0%,7.1%,"560,000","390,000","760,000",2.601,52,36,"215,495",125,2,1.212,0.009,"573,278","392,016","760,516","300,948","902,667"
1305,Willow Flycatcher,Empidonax traillii,,ND,USA,"430,000","260,000","650,000",bbs,5.3%,5.3%,"430,000","310,000","570,000",2.321,47,37,"182,272",125,2,1.212,0.009,"432,739","307,759","572,428","256,705","649,875"
1305,Willow Flycatcher,Empidonax traillii,,OR,USA,"430,000","210,000","750,000",bbs,5.3%,5.3%,"410,000","260,000","620,000",1.682,99,46,"250,255",125,2,1.212,0.009,"430,466","262,121","622,644","207,929","751,073"
1305,Willow Flycatcher,Empidonax traillii,,OH,USA,"290,000","190,000","390,000","bbs,rng",3.5%,3.5%,"290,000","220,000","360,000",2.622,60,54,"107,060",125,2,1.212,0.009,"287,088","224,155","357,115","194,434","390,610"
1305,Willow Flycatcher,Empidonax traillii,,PA,USA,"220,000","150,000","290,000","bbs,rng",2.6%,2.7%,"210,000","170,000","260,000",1.802,100,85,"117,496",125,2,1.212,0.009,"216,504","170,400","263,216","152,662","293,220"
1305,Willow Flycatcher,Empidonax traillii,,WI,USA,"210,000","140,000","320,000",bbs,2.6%,2.6%,"200,000","160,000","280,000",1.435,92,58,"144,883",125,2,1.212,0.009,"212,696","157,335","275,249","138,220","318,578"
1305,Willow Flycatcher,Empidonax traillii,,NY,USA,"210,000","150,000","290,000","bbs,rng",2.5%,2.6%,"200,000","170,000","260,000",1.617,103,72,"125,700",125,2,1.212,0.009,"207,878","165,001","255,490","145,938","286,714"
1305,Willow Flycatcher,Empidonax traillii,,SD,USA,"200,000","120,000","310,000","bbs,rng",2.5%,2.5%,"200,000","150,000","270,000",1.005,53,22,"199,165",125,2,1.212,0.009,"204,691","145,280","273,634","120,293","314,483"
1305,Willow Flycatcher,Empidonax traillii,,MI,USA,"180,000","120,000","260,000",bbs,2.2%,2.2%,"180,000","130,000","230,000",1.177,71,31,"150,607",125,2,1.212,0.009,"181,291","134,970","230,609","117,490","263,162"
1305,Willow Flycatcher,Empidonax traillii,,IN,USA,"120,000","89,000","170,000",bbs,1.5%,1.5%,"120,000","98,000","150,000",1.306,52,45,"93,534",125,2,1.212,0.009,"124,966","98,135","154,427","88,652","172,149"
1305,Willow Flycatcher,Empidonax traillii,,ON,CAN,"110,000","69,000","170,000","bbs,ona",1.4%,1.4%,"110,000","81,000","150,000",0.113,183,63,"978,646",125,2,1.212,0.009,"112,804","81,315","148,189","68,993","172,216"
1305,Willow Flycatcher,Empidonax traillii,,IA,USA,"95,000","51,000","160,000",bbs,1.2%,1.2%,"93,000","62,000","130,000",0.637,33,22,"146,186",125,2,1.212,0.009,"95,192","62,401","129,159","50,795","160,667"
1305,Willow Flycatcher,Empidonax traillii,,WY,USA,"83,000","26,000","160,000","bbs,rng",1.0%,1.0%,"79,000","38,000","130,000",0.321,102,22,"252,660",125,2,1.212,0.009,"82,996","37,821","133,090","25,771","161,555"
1305,Willow Flycatcher,Empidonax traillii,,IL,USA,"69,000","45,000","98,000","bbs,rng",0.8%,0.8%,"67,000","52,000","88,000",0.460,98,71,"145,883",125,2,1.212,0.009,"68,621","51,573","87,601","44,612","97,648"
1305,Willow Flycatcher,Empidonax traillii,,CO,USA,"57,000","30,000","99,000",bbs,0.7%,0.7%,"54,000","35,000","82,000",0.207,133,23,"269,493",125,2,1.212,0.009,"57,061","34,976","81,755","29,512","99,083"
1305,Willow Flycatcher,Empidonax traillii,,MN,USA,"48,000","26,000","77,000",bbs,0.6%,0.6%,"47,000","33,000","65,000",0.217,82,26,"217,323",125,2,1.212,0.009,"48,175","32,628","65,171","26,155","77,436"
1305,Willow Flycatcher,Empidonax traillii,,UT,USA,"37,000","12,000","73,000","bbs,rng",0.4%,0.5%,"34,000","18,000","58,000",0.166,91,17,"214,866",125,2,1.212,0.009,"36,565","17,734","58,419","12,324","73,013"
1305,Willow Flycatcher,Empidonax traillii,,QC,CAN,"32,000","11,000","61,000","bbs,ona,nwt,rng",0.4%,0.4%,"30,000","16,000","49,000",0.021,145,18,"1,496,939",125,2,1.212,0.009,"31,723","16,453","48,630","11,408","61,136"
1305,Willow Flycatcher,Empidonax traillii,,CA,USA,"31,000","13,000","54,000",bbs,0.4%,0.4%,"31,000","18,000","46,000",0.075,191,24,"410,207",125,2,1.212,0.009,"31,446","18,438","45,697","13,242","53,955"
1305,Willow Flycatcher,Empidonax traillii,,NV,USA,"27,000",11,"81,000","bbs,rng",0.3%,0.3%,"23,000",35,"58,000",0.093,30,2,"286,367",125,2,1.212,0.009,"27,223",35,"58,334",11,"81,156"
1305,Willow Flycatcher,Empidonax traillii,,MO,USA,"26,000","11,000","47,000",bbs,0.3%,0.3%,"24,000","15,000","38,000",0.139,70,20,"180,132",125,2,1.212,0.009,"25,688","14,956","37,549","10,813","46,712"
1305,Willow Flycatcher,Empidonax traillii,,AB,CAN,"24,000","8,900","45,000","bbs,rng",0.3%,0.3%,"22,000","13,000","36,000",0.035,143,12,"659,018",125,2,1.212,0.009,"23,565","12,574","35,912","8,861","45,240"
1305,Willow Flycatcher,Empidonax traillii,,NE,USA,"18,000","6,700","36,000","bbs,rng",0.2%,0.2%,"17,000","9,300","28,000",0.088,46,10,"198,759",125,2,1.212,0.009,"17,913","9,313","27,568","6,700","36,137"
1305,Willow Flycatcher,Empidonax traillii,,WV,USA,"17,000","8,300","29,000",bbs,0.2%,0.2%,"16,000","10,000","24,000",0.263,48,25,"62,752",125,2,1.212,0.009,"16,899","10,492","24,411","8,256","28,662"
1305,Willow Flycatcher,Empidonax traillii,,MD,USA,"17,000","8,300","28,000",bbs,0.2%,0.2%,"16,000","10,000","24,000",0.629,62,26,"25,903",125,2,1.212,0.009,"16,676","10,261","23,594","8,300","27,916"
1305,Willow Flycatcher,Empidonax traillii,,KY,USA,"15,000","4,300","34,000",bbs,0.2%,0.2%,"14,000","6,400","25,000",0.144,40,11,"103,889",125,2,1.212,0.009,"15,264","6,423","25,072","4,263","33,933"
1305,Willow Flycatcher,Empidonax traillii,,MA,USA,"13,000","6,700","21,000","bbs,rng",0.2%,0.2%,"12,000","8,300","17,000",0.589,24,15,"20,985",125,2,1.212,0.009,"12,633","8,342","17,456","6,691","20,627"
1305,Willow Flycatcher,Empidonax traillii,,NJ,USA,"12,000","7,600","18,000",bbs,0.1%,0.2%,"12,000","9,000","16,000",0.605,29,17,"19,773",125,2,1.212,0.009,"12,232","9,038","15,765","7,638","17,845"
1305,Willow Flycatcher,Empidonax traillii,,CT,USA,"9,900","3,700","20,000",bbs,0.1%,0.1%,"9,400","5,200","15,000",0.756,16,10,"12,822",125,2,1.212,0.009,"9,917","5,242","15,153","3,712","19,653"
1305,Willow Flycatcher,Empidonax traillii,,VT,USA,"9,700","3,900","18,000","bbs,rng",0.1%,0.1%,"9,200","5,500","14,000",0.385,23,13,"24,620",125,2,1.212,0.009,"9,699","5,526","14,352","3,888","18,292"
1305,Willow Flycatcher,Empidonax traillii,,NM,USA,"9,600",0,"33,000",bbs,0.1%,0.1%,"8,600",0,"24,000",0.030,64,1,"315,028",125,2,1.212,0.009,"9,640",0,"23,582",0,"32,503"
1305,Willow Flycatcher,Empidonax traillii,,MB,CAN,"9,600","1,600","22,000","bbs,nwt,rng",0.1%,0.1%,"9,000","3,400","16,000",0.016,77,8,"604,671",125,2,1.212,0.009,"9,615","3,434","16,443","1,584","22,216"
1305,Willow Flycatcher,Empidonax traillii,,VA,USA,"8,100","1,100","19,000",bbs,0.1%,0.1%,"7,500","2,600","15,000",0.076,50,6,"103,906",125,2,1.212,0.009,"8,098","2,569","14,713","1,143","18,876"
1305,Willow Flycatcher,Empidonax traillii,,NC,USA,"7,800",830,"18,000",bbs,0.1%,0.1%,"7,100","2,300","14,000",0.059,80,7,"128,528",125,2,1.212,0.009,"7,761","2,284","13,850",828,"17,661"
1305,Willow Flycatcher,Empidonax traillii,,ME,USA,"6,700","2,300","13,000",bbs,0.1%,0.1%,"6,400","3,600","10,000",0.077,59,11,"84,223",125,2,1.212,0.009,"6,664","3,582","10,002","2,323","12,647"
1305,Willow Flycatcher,Empidonax traillii,,SK,CAN,"5,500",0,"18,000","bbs,rng",0.1%,0.1%,"4,600",0,"12,000",0.008,74,2,"639,199",125,2,1.212,0.009,"5,459",0,"12,489",0,"17,513"
1305,Willow Flycatcher,Empidonax traillii,,AZ,USA,"5,400",0,"17,000","bbs,rng",0.1%,0.1%,"4,300",0,"12,000",0.018,64,2,"295,359",125,2,1.212,0.009,"5,357",0,"11,811",0,"17,145"
1305,Willow Flycatcher,Empidonax traillii,,NH,USA,"4,500","1,400","8,200",bbs,0.1%,0.1%,"4,400","2,300","7,000",0.185,23,10,"24,008",125,2,1.212,0.009,"4,534","2,329","6,979","1,448","8,234"
1305,Willow Flycatcher,Empidonax traillii,,KS,USA,"2,900",350,"6,800","bbs,rng",0.0%,0.0%,"2,700","1,000","5,100",0.013,61,6,"213,799",125,2,1.212,0.009,"2,949","1,028","5,125",355,"6,773"
1305,Willow Flycatcher,Empidonax traillii,,TN,USA,"2,500",70,"7,000",bbs,0.0%,0.0%,"2,100",430,"5,000",0.022,41,4,"108,727",125,2,1.212,0.009,"2,478",428,"4,968",70,"7,012"
1305,Willow Flycatcher,Empidonax traillii,,DE,USA,"1,900",780,"3,600","bbs,rng",0.0%,0.0%,"1,800","1,100","2,900",0.367,10,6,"5,130",125,2,1.212,0.009,"1,924","1,065","2,907",785,"3,566"
1305,Willow Flycatcher,Empidonax traillii,,NS,CAN,"1,100",0,"3,400",bbs,0.0%,0.0%,840,140,"2,300",0.019,31,3,"55,344",125,2,1.212,0.009,"1,062",143,"2,264",0,"3,367"
1305,Willow Flycatcher,Empidonax traillii,,AR,USA,"1,000",0,"3,000",bbs,0.0%,0.0%,850,0,"2,200",0.007,46,3,"137,847",125,2,1.212,0.009,"1,024",0,"2,166",0,"3,003"
1305,Willow Flycatcher,Empidonax traillii,,GA,USA,810,0,"2,700",bbs,0.0%,0.0%,640,0,"1,800",0.005,88,2,"152,868",125,2,1.212,0.009,811,0,"1,835",0,"2,726"
1305,Willow Flycatcher,Empidonax traillii,,RI,USA,490,0,"1,400",bbs,0.0%,0.0%,440,0,"1,000",0.172,1,1,"2,779",125,2,1.212,0.009,490,0,"1,000",0,"1,412"
1305,Willow Flycatcher,Empidonax traillii,,NB,CAN,280,0,"1,200",bbs,0.0%,0.0%,190,0,800,0.004,32,1,"72,750",125,2,1.212,0.009,279,0,802,0,"1,208"
1305,Willow Flycatcher,Empidonax traillii,,PE,CAN,200,0,850,bbs,0.0%,0.0%,140,0,540,0.033,4,1,"5,913",125,2,1.212,0.009,201,0,541,0,849
1307,Least Flycatcher,Empidonax minimus,,ON,CAN,"5,200,000","4,200,000","6,300,000","bbs,ona",19.0%,19.0%,"5,200,000","4,500,000","5,900,000",5.755,183,171,"978,646",125,2,1.091,0.010,"5,185,400","4,486,682","5,942,146","4,228,800","6,298,283"
1307,Least Flycatcher,Empidonax minimus,,AB,CAN,"4,200,000","2,900,000","5,800,000","bbs,rng",15.6%,15.6%,"4,200,000","3,300,000","5,400,000",6.997,143,115,"659,018",125,2,1.091,0.010,"4,245,430","3,276,903","5,365,726","2,890,943","5,844,276"
1307,Least Flycatcher,Empidonax minimus,,BC,CAN,"3,200,000","2,200,000","4,200,000",bbs,11.6%,11.6%,"3,100,000","2,500,000","3,900,000",3.606,115,56,"950,399",125,2,1.091,0.010,"3,155,557","2,489,095","3,850,542","2,167,704","4,225,428"
